LGD2014NAME,2015 Default Urban/Rural,SA2011,SOA2001_name,Multiple Deprivation Measure Rank,Income Domain Rank,Employment Domain Rank,Health Deprivation and Disability Domain Rank,"Education, Skills and Training Domain Rank",Access to Services Domain Rank,Living Environment Domain Rank,Crime and Disorder Domain Rank,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,Proportion of the working age population who are employment deprived,Religion: Catholic,Religion: Presbyterian Church in Ireland,Religion: Church of Ireland,Religion: Methodist Church in Ireland,Religion: Other Christian (including Christian related),Religion: Other religions,Religion: No religion,Religion: Religion not stated,Religion: Catholic (%),Religion: Presbyterian Church in Ireland (%),Religion: Church of Ireland (%),Religion: Methodist Church in Ireland (%),Religion: Other Christian (including Christian related) (%),Religion: Other religions (%),Religion: No religion (%),Religion: Religion not stated (%),Area_Code,MYE,centre_x,centre_y,Type of long-term condition: Deafness or partial hearing loss (%),Type of long-term condition: Blindness or partial sight loss (%),Type of long-term condition: Communication difficulty (%),Type of long-term condition: A mobility or dexterity difficulty (%),"Type of long-term condition: A learning, intellectual, social or behavioural difficulty (%)","Type of long-term condition: An emotional, psychological or mental health condition (%)",Type of long-term condition: Long-term pain or discomfort (%),Type of long-term condition: Shortness of breath or difficulty breathing (%),Type of long-term condition: Frequent periods of confusion or memory loss (%),Type of long-term condition: A chronic illness (%),Type of long-term condition: Other condition (%),Type of long-term condition: No condition (%)
Antrim and Newtownabbey,Urban,N00003909,Ballyclare South_1,1301,1225,1142,1489,1194,2401,1148,1493,0.16,0.29,13,108,64,52,13,1,83,19,3.68,30.59,18.13,14.73,3.68,0.28,23.51,5.38,N00003909,311,-5.9934835083546085,54.751401594336386,2.55,1.13,1.42,9.63,3.97,7.37,6.8,9.35,2.55,5.95,6.52,68.27
Antrim and Newtownabbey,Urban,N00003910,Ballyclare South_1,1864,2093,2017,2224,442,2545,4124,1595,0.13,0.2,8,110,55,20,20,0,33,4,3.2,44.0,22.0,8.0,8.0,0.0,13.2,1.6,N00003910,241,-6.005359120734435,54.746179809154356,8.8,0.8,1.2,10.4,0.4,4.4,12.0,7.6,2.8,10.8,5.2,63.2
Antrim and Newtownabbey,Urban,N00003911,Ballyclare South_2,3811,3523,3460,3442,2367,2494,3567,2737,0.09,0.12,57,451,204,122,145,8,235,59,4.45,35.21,15.93,9.52,11.32,0.62,18.35,4.61,N00003911,1338,-5.9864905057649995,54.75459202099687,3.51,1.09,0.94,5.0,1.87,3.12,6.32,7.03,0.31,4.06,3.98,76.11
Antrim and Newtownabbey,Urban,N00003912,Ballyclare South_2,3791,3174,3326,3218,3136,2434,3587,2799,0.1,0.13,31,164,76,33,52,2,83,28,6.61,34.97,16.2,7.04,11.09,0.43,17.7,5.97,N00003912,521,-5.995800339504233,54.758268299411924,4.9,0.85,1.28,8.1,0.85,5.12,8.74,9.38,2.35,4.69,5.12,70.79
Antrim and Newtownabbey,Urban,N00003913,Ballyclare South_2,1609,3863,1240,1668,148,3746,3692,2117,0.08,0.28,12,126,53,12,11,2,34,11,4.6,48.28,20.31,4.6,4.21,0.77,13.03,4.21,N00003913,270,-6.001805440297313,54.75715449259438,7.28,0.38,1.92,9.2,3.45,6.13,9.58,11.88,1.53,8.05,4.98,60.54
Antrim and Newtownabbey,Urban,N00003914,Ballyduff_1,3790,4042,3610,2974,2411,2316,1498,3993,0.07,0.12,49,114,50,33,24,0,76,20,13.39,31.15,13.66,9.02,6.56,0.0,20.77,5.46,N00003914,325,-5.9429580586689115,54.68697791480035,4.64,2.46,1.37,7.92,2.19,4.92,8.74,8.2,0.82,5.46,6.56,70.49
Antrim and Newtownabbey,Urban,N00003915,Ballyduff_1,1245,1662,1947,1211,281,2333,1166,1555,0.14,0.21,15,85,46,48,13,2,67,32,4.87,27.6,14.94,15.58,4.22,0.65,21.75,10.39,N00003915,353,-5.936182033913645,54.686341522491496,5.19,0.97,1.62,12.99,2.6,6.82,15.58,9.74,2.27,8.12,6.17,64.29
Antrim and Newtownabbey,Urban,N00003916,Ballyduff_1,3728,4156,3542,3076,2232,1581,3941,2460,0.06,0.12,22,164,50,37,34,2,74,7,5.64,42.05,12.82,9.49,8.72,0.51,18.97,1.79,N00003916,344,-5.93964881985916,54.686175921611046,4.62,0.26,1.54,7.95,1.79,3.08,6.41,6.41,1.03,5.13,5.13,74.87
Antrim and Newtownabbey,Urban,N00003917,Ballyduff_1,1428,2152,1014,1174,738,2351,4140,1699,0.13,0.31,11,120,55,12,25,3,42,12,3.93,42.86,19.64,4.29,8.93,1.07,15.0,4.29,N00003917,258,-5.938167335837162,54.688477801431105,4.64,1.07,2.86,14.64,3.57,8.21,12.14,11.79,2.14,8.57,8.57,63.21
Antrim and Newtownabbey,Urban,N00003918,Ballyduff_1,1087,968,1332,1186,533,2624,1902,2005,0.17,0.27,4,85,78,18,8,0,47,27,1.5,31.84,29.21,6.74,3.0,0.0,17.6,10.11,N00003918,297,-5.933798442603334,54.68777440994811,5.62,2.25,3.0,16.85,3.37,5.99,10.86,11.61,1.12,6.74,4.87,62.55
Antrim and Newtownabbey,Urban,N00003919,Ballyduff_2,3816,4231,3135,2463,2786,3409,2286,2566,0.06,0.14,46,108,39,13,30,4,52,5,15.49,36.36,13.13,4.38,10.1,1.35,17.51,1.68,N00003919,289,-5.948775646172138,54.68694180236945,9.43,1.68,1.35,15.15,0.34,4.38,14.14,8.75,1.68,9.43,7.07,66.67
Antrim and Newtownabbey,Urban,N00003920,Ballyduff_2,3153,3774,2411,1800,2053,2984,3278,2252,0.08,0.18,54,98,69,24,12,1,53,18,16.41,29.79,20.97,7.29,3.65,0.3,16.11,5.47,N00003920,328,-5.9460069548581895,54.686796048994836,7.29,2.13,2.74,9.12,2.43,6.38,10.94,6.38,0.91,6.69,5.17,65.96
Antrim and Newtownabbey,Urban,N00003921,Ballyduff_2,3286,3052,2567,3030,2013,2528,2771,3829,0.1,0.17,32,102,54,23,23,0,71,21,9.82,31.29,16.56,7.06,7.06,0.0,21.78,6.44,N00003921,298,-5.941615206111285,54.688689186424064,5.83,0.31,2.15,11.35,1.84,3.68,10.74,8.28,0.92,6.75,5.52,67.18
Antrim and Newtownabbey,Urban,N00003922,Ballyduff_2,2695,2757,2138,1869,1738,3177,1976,3831,0.11,0.19,33,100,63,31,25,1,36,14,10.89,33.0,20.79,10.23,8.25,0.33,11.88,4.62,N00003922,277,-5.945353842759914,54.68867179845423,6.6,0.99,1.98,10.56,0.99,5.94,10.56,8.91,0.99,6.6,5.61,67.99
Antrim and Newtownabbey,Urban,N00003923,Ballyhenry_1,3462,3403,3110,2738,2428,3229,1415,2212,0.09,0.14,167,42,18,5,10,4,55,5,54.58,13.73,5.88,1.63,3.27,1.31,17.97,1.63,N00003923,299,-5.973928563851061,54.67546921999958,3.59,0.0,1.31,11.76,1.31,2.94,10.46,9.48,1.31,4.25,5.88,70.26
Antrim and Newtownabbey,Urban,N00003924,Ballyhenry_1,2453,3728,1891,1293,1406,2891,2416,1704,0.08,0.21,35,96,44,29,19,8,65,9,11.48,31.48,14.43,9.51,6.23,2.62,21.31,2.95,N00003924,284,-5.96825892622506,54.68188825848708,5.25,0.98,2.3,13.11,2.62,9.51,14.43,9.84,0.98,9.84,5.9,62.62
Antrim and Newtownabbey,Urban,N00003925,Ballyhenry_1,3182,3501,2888,2786,1632,2978,814,3323,0.09,0.15,44,78,59,21,12,10,49,16,15.22,26.99,20.42,7.27,4.15,3.46,16.96,5.54,N00003925,274,-5.970696222612796,54.68059037721357,4.5,0.35,1.73,6.57,1.04,5.19,5.54,11.07,1.38,10.03,6.23,69.55
Antrim and Newtownabbey,Urban,N00003926,Ballyhenry_1,3943,3958,4295,4313,3394,2570,275,2176,0.07,0.08,107,78,32,10,15,5,34,24,35.08,25.57,10.49,3.28,4.92,1.64,11.15,7.87,N00003926,317,-5.974965716453047,54.67705891529929,4.92,2.95,0.33,7.21,0.66,2.3,6.56,7.21,0.66,5.25,2.95,76.07
Antrim and Newtownabbey,Urban,N00003927,Ballyhenry_1,4326,4019,4151,3543,3294,2996,3334,3791,0.07,0.09,68,78,27,34,28,3,46,28,21.79,25.0,8.65,10.9,8.97,0.96,14.74,8.97,N00003927,285,-5.970515206201504,54.678314176282946,4.17,2.24,0.0,10.58,0.96,3.53,10.26,6.41,0.96,8.33,7.69,68.91
Antrim and Newtownabbey,Urban,N00003928,Ballyhenry_2,1866,2507,1237,1173,1618,4444,754,2092,0.12,0.28,135,76,76,50,27,13,63,22,29.22,16.45,16.45,10.82,5.84,2.81,13.64,4.76,N00003928,462,-5.961130189402959,54.6746883838459,12.55,4.55,5.84,22.29,5.41,8.01,15.58,13.64,3.03,12.77,6.71,56.06
Antrim and Newtownabbey,Urban,N00003929,Ballyhenry_2,4089,4400,3660,3473,2799,4273,1856,1459,0.04,0.11,83,48,32,15,18,0,41,24,31.8,18.39,12.26,5.75,6.9,0.0,15.71,9.2,N00003929,281,-5.964693720700738,54.676904693747815,6.13,2.68,1.53,9.96,0.77,3.83,4.98,6.13,1.53,4.98,6.51,69.35
Antrim and Newtownabbey,Urban,N00003930,Ballyhenry_2,3609,3528,2998,2557,2682,3575,1580,3410,0.09,0.15,63,121,39,16,21,1,46,11,19.81,38.05,12.26,5.03,6.6,0.31,14.47,3.46,N00003930,308,-5.96527918804201,54.68255702501044,10.38,2.83,1.26,11.32,2.2,3.77,10.38,8.18,1.26,7.23,5.03,64.47
Antrim and Newtownabbey,Urban,N00003931,Ballyhenry_2,1256,1855,1200,815,695,3186,1975,953,0.14,0.28,13,75,34,32,16,1,33,10,6.07,35.05,15.89,14.95,7.48,0.47,15.42,4.67,N00003931,220,-5.965804863675916,54.679798518304125,7.48,4.67,2.34,24.3,2.34,9.81,20.09,15.89,4.67,12.62,7.48,48.13
Antrim and Newtownabbey,Mixed urban/rural,N00003932,Ballynure_1,3261,2654,3691,3567,3771,1534,680,1069,0.11,0.11,19,118,52,19,47,1,70,21,5.48,34.01,14.99,5.48,13.54,0.29,20.17,6.05,N00003932,393,-5.9199299405254795,54.70117615847984,5.76,1.44,0.29,7.49,1.15,3.46,6.92,9.51,0.29,6.34,5.76,68.59
Antrim and Newtownabbey,Rural,N00003933,Ballynure_1,3568,3230,4165,4332,3374,343,2702,4412,0.1,0.09,23,308,96,62,190,2,109,51,2.73,36.62,11.41,7.37,22.59,0.24,12.96,6.06,N00003933,870,-5.930345017207345,54.75557819552129,4.28,0.59,0.71,5.11,1.07,1.78,5.11,5.83,0.12,5.59,4.99,76.81
Antrim and Newtownabbey,Rural,N00003934,Ballynure_1,2590,2416,3452,3676,2776,109,2340,4031,0.12,0.13,8,180,33,7,46,0,32,31,2.37,53.41,9.79,2.08,13.65,0.0,9.5,9.2,N00003934,376,-5.928387518772439,54.724861488281896,4.15,0.59,0.59,11.28,0.89,2.97,8.61,6.82,0.89,7.42,2.67,72.11
Antrim and Newtownabbey,Rural,N00003935,Ballynure_2,2902,1426,3383,4353,3971,619,2988,3379,0.15,0.13,11,199,29,26,26,0,52,10,3.12,56.37,8.22,7.37,7.37,0.0,14.73,2.83,N00003935,396,-5.998587571391488,54.77387582540566,5.95,1.13,0.57,10.48,1.7,1.98,10.48,7.08,0.28,7.08,4.53,68.56
Antrim and Newtownabbey,Rural,N00003936,Ballynure_2,4122,3983,3811,3953,3776,1319,4344,2907,0.07,0.11,21,408,139,93,114,15,124,24,2.24,43.5,14.82,9.91,12.15,1.6,13.22,2.56,N00003936,1032,-5.9487754762162695,54.771120660040324,4.48,1.17,0.75,6.5,1.6,3.3,6.61,6.4,0.75,6.5,4.16,74.95
Antrim and Newtownabbey,Rural,N00003937,Ballynure_2,3732,2792,4474,4320,4276,890,1352,2564,0.11,0.06,15,174,45,24,28,5,31,9,4.53,52.57,13.6,7.25,8.46,1.51,9.37,2.72,N00003937,344,-5.9704899615441,54.7626630509264,9.37,1.51,3.02,13.9,2.42,4.83,9.06,11.18,5.14,9.97,3.02,67.07
Antrim and Newtownabbey,Rural,N00003938,Ballyrobert_1,2638,2153,2643,3595,3177,1271,247,3091,0.13,0.16,15,100,27,20,29,0,43,25,5.79,38.61,10.42,7.72,11.2,0.0,16.6,9.65,N00003938,267,-5.964674095170049,54.704865213652,5.41,1.54,1.16,9.27,1.54,4.63,7.72,9.27,1.16,6.56,8.88,67.18
Antrim and Newtownabbey,Rural,N00003939,Ballyrobert_1,3796,4183,4027,4215,4058,786,631,2818,0.06,0.09,24,178,53,13,56,0,47,15,6.22,46.11,13.73,3.37,14.51,0.0,12.18,3.89,N00003939,404,-5.980857563482351,54.72888279986056,5.96,1.55,1.04,8.29,3.37,2.59,7.25,8.29,0.78,3.63,4.92,72.28
Antrim and Newtownabbey,Rural,N00003940,Ballyrobert_1,3595,3474,3334,4019,3467,793,1757,4302,0.09,0.13,8,179,30,14,40,3,33,10,2.52,56.47,9.46,4.42,12.62,0.95,10.41,3.15,N00003940,450,-6.023093843346312,54.72422426623024,5.36,2.21,1.26,12.62,1.26,1.89,10.73,6.62,1.26,7.57,7.57,63.72
Antrim and Newtownabbey,Rural,N00003941,Ballyrobert_1,3807,3372,3899,4360,3373,997,1898,3508,0.09,0.1,13,189,41,21,53,4,42,16,3.43,49.87,10.82,5.54,13.98,1.06,11.08,4.22,N00003941,412,-6.002688061137712,54.710205889460894,3.69,0.79,0.79,7.12,0.26,2.37,7.39,6.07,0.53,7.39,6.07,75.99
Antrim and Newtownabbey,Rural,N00003942,Ballyrobert_1,4293,3914,4290,4292,3732,1411,4233,3981,0.07,0.08,19,203,57,19,65,2,88,15,4.06,43.38,12.18,4.06,13.89,0.43,18.8,3.21,N00003942,533,-6.0033136115932875,54.71515781221666,5.98,1.5,2.14,6.62,2.35,2.35,5.34,8.33,0.64,5.13,5.77,72.65
Antrim and Newtownabbey,Mixed urban/rural,N00003943,Ballyrobert_2,3403,3791,2861,3270,1978,1472,3722,2552,0.08,0.15,29,249,92,62,102,7,90,26,4.41,37.9,14.0,9.44,15.53,1.07,13.7,3.96,N00003943,684,-5.981669011312201,54.74378406119793,6.39,1.83,0.76,10.2,0.91,3.65,8.37,8.22,0.61,6.54,4.41,72.75
Antrim and Newtownabbey,Urban,N00003944,Ballyrobert_2,3467,3698,3332,3081,2250,2202,1029,2706,0.08,0.13,11,159,72,36,41,1,55,15,2.82,40.77,18.46,9.23,10.51,0.26,14.1,3.85,N00003944,327,-6.011136479659011,54.74871857608015,5.64,2.82,2.31,16.15,1.79,4.36,12.82,8.21,5.64,11.03,4.36,65.38
Antrim and Newtownabbey,Urban,N00003945,Ballyrobert_2,3751,3793,3333,3588,2071,1880,3214,4095,0.08,0.13,16,158,52,25,38,5,34,5,4.8,47.45,15.62,7.51,11.41,1.5,10.21,1.5,N00003945,302,-6.009201963603513,54.747626626829025,9.31,2.4,4.2,17.12,1.8,3.0,9.61,11.11,6.61,6.91,3.9,63.66
Antrim and Newtownabbey,Urban,N00003946,Ballyrobert_2,4272,4492,3846,3542,3369,1867,4472,3947,0.03,0.11,16,207,80,36,33,1,68,5,3.59,46.41,17.94,8.07,7.4,0.22,15.25,1.12,N00003946,435,-6.0130267822807255,54.7465932513803,4.26,0.45,0.45,6.73,1.79,3.14,5.61,8.3,0.67,5.16,3.59,75.34
Antrim and Newtownabbey,Urban,N00003947,Ballyrobert_2,3825,3829,3977,3204,2758,1399,3544,2433,0.08,0.1,10,262,103,35,85,0,108,17,1.61,42.26,16.61,5.65,13.71,0.0,17.42,2.74,N00003947,793,-6.013242975295091,54.7418618633603,7.26,1.13,0.48,6.29,1.13,3.87,7.1,6.61,0.81,5.48,4.19,72.42
Antrim and Newtownabbey,Urban,N00003948,Burnthill_1,4036,4462,3880,3580,2478,3461,798,3322,0.04,0.1,50,140,43,18,18,2,36,16,15.48,43.34,13.31,5.57,5.57,0.62,11.15,4.95,N00003948,298,-5.960158271708561,54.681392702943796,5.26,1.55,0.31,9.91,0.31,2.17,9.29,8.36,0.93,7.74,3.72,72.14
Antrim and Newtownabbey,Urban,N00003949,Burnthill_1,4063,4260,4073,3382,2790,3114,748,4406,0.06,0.09,50,88,54,37,17,4,45,21,15.82,27.85,17.09,11.71,5.38,1.27,14.24,6.65,N00003949,288,-5.959609707806675,54.67996385298704,3.16,0.63,0.63,6.96,1.27,2.85,7.59,5.7,0.0,5.38,6.01,78.48
Antrim and Newtownabbey,Urban,N00003950,Burnthill_1,2853,2203,2547,2495,2099,3126,2674,2192,0.13,0.17,82,73,17,32,32,1,59,19,26.03,23.17,5.4,10.16,10.16,0.32,18.73,6.03,N00003950,275,-5.954340922426326,54.68020741568926,2.22,0.32,0.63,6.98,0.95,4.13,6.35,7.3,0.63,3.81,5.08,74.6
Antrim and Newtownabbey,Urban,N00003951,Burnthill_1,2952,3840,1931,2351,1791,3694,1662,1999,0.08,0.21,50,83,41,13,26,1,42,9,18.87,31.32,15.47,4.91,9.81,0.38,15.85,3.4,N00003951,236,-5.962073553090482,54.68216170424612,4.91,2.26,0.75,13.58,0.38,3.02,11.7,8.3,0.38,7.55,5.28,68.68
Antrim and Newtownabbey,Urban,N00003952,Burnthill_2,3315,4207,2471,2916,1579,3555,1392,2531,0.06,0.17,33,96,23,32,31,3,34,15,12.36,35.96,8.61,11.99,11.61,1.12,12.73,5.62,N00003952,277,-5.961525861503145,54.68442565819607,5.62,1.5,1.5,12.73,1.12,6.37,9.74,9.74,1.12,8.99,8.99,63.67
Antrim and Newtownabbey,Urban,N00003953,Burnthill_2,3654,3317,2922,3223,2699,3073,2107,3306,0.09,0.15,39,92,42,24,31,1,34,14,14.08,33.21,15.16,8.66,11.19,0.36,12.27,5.05,N00003953,271,-5.953885072663366,54.68187090330988,8.3,1.44,1.08,12.64,1.44,3.25,10.11,14.8,1.81,10.47,5.05,62.82
Antrim and Newtownabbey,Urban,N00003954,Burnthill_2,3709,3757,3112,2850,2643,3099,3841,1414,0.08,0.14,11,116,17,15,11,0,46,7,4.93,52.02,7.62,6.73,4.93,0.0,20.63,3.14,N00003954,228,-5.954235470588512,54.68384451082159,8.52,2.24,0.0,19.28,0.0,4.04,16.14,10.76,0.9,15.7,7.17,56.5
Antrim and Newtownabbey,Urban,N00003955,Burnthill_2,3888,4532,3079,2661,3303,2689,2792,1963,0.02,0.14,41,90,32,21,17,2,52,8,15.59,34.22,12.17,7.98,6.46,0.76,19.77,3.04,N00003955,241,-5.957907302250982,54.68329550327796,7.98,1.14,1.52,11.03,1.14,4.18,14.07,11.41,1.14,9.89,5.32,61.22
Antrim and Newtownabbey,Urban,N00003956,Burnthill_2,3763,3916,3599,2962,2723,3022,781,3072,0.07,0.12,62,87,42,36,19,1,55,8,20.0,28.06,13.55,11.61,6.13,0.32,17.74,2.58,N00003956,307,-5.95729379333307,54.68130848551232,4.52,0.65,1.94,8.39,2.26,3.23,10.0,9.68,1.94,5.48,5.16,70.97
Antrim and Newtownabbey,Urban,N00003957,Carnmoney_1,353,1417,485,383,37,2488,1607,602,0.15,0.4,11,96,28,9,14,1,40,22,4.98,43.44,12.67,4.07,6.33,0.45,18.1,9.95,N00003957,229,-5.963277896189904,54.687527954050296,6.33,0.9,2.26,18.55,4.98,12.22,17.19,13.57,3.62,9.95,3.62,59.28
Antrim and Newtownabbey,Urban,N00003958,Carnmoney_1,872,1282,767,575,714,2290,2363,1670,0.16,0.34,20,196,84,45,44,8,92,42,3.77,36.91,15.82,8.47,8.29,1.51,17.33,7.91,N00003958,569,-5.959157162176267,54.68867154974163,6.21,3.95,2.26,17.14,3.2,7.72,13.75,12.24,2.82,9.79,4.52,63.09
Antrim and Newtownabbey,Urban,N00003959,Carnmoney_1,1433,1817,1028,1989,608,2649,1502,3194,0.14,0.3,25,104,46,20,5,2,54,8,9.47,39.39,17.42,7.58,1.89,0.76,20.45,3.03,N00003959,260,-5.958366872502722,54.68618739373828,10.98,2.27,0.76,14.02,0.76,3.79,13.64,10.61,0.38,10.98,7.95,57.2
Antrim and Newtownabbey,Urban,N00003960,Carnmoney_1,3242,1757,3515,3201,3345,3554,925,2665,0.14,0.12,16,96,45,19,21,2,43,18,6.15,36.92,17.31,7.31,8.08,0.77,16.54,6.92,N00003960,273,-5.954054684996475,54.686204479554135,11.15,4.62,0.38,13.85,0.77,5.77,14.23,10.38,1.54,12.31,4.62,62.31
Antrim and Newtownabbey,Urban,N00003961,Carnmoney_2,3605,4524,2532,2573,2961,3508,782,3366,0.02,0.17,23,121,45,42,24,2,24,5,8.04,42.31,15.73,14.69,8.39,0.7,8.39,1.75,N00003961,260,-5.952291795065104,54.68825918007731,10.49,2.8,1.05,18.53,1.05,5.24,18.18,13.29,3.5,15.03,6.99,51.05
Antrim and Newtownabbey,Urban,N00003962,Carnmoney_2,3982,4052,3297,3092,3368,2820,2768,2424,0.07,0.13,173,229,59,61,51,6,67,30,25.59,33.88,8.73,9.02,7.54,0.89,9.91,4.44,N00003962,775,-5.947210173999044,54.68200953113453,6.66,1.48,0.89,10.95,1.92,3.7,9.47,8.73,1.18,9.32,6.8,64.05
Antrim and Newtownabbey,Urban,N00003963,Carnmoney_2,4100,4531,3481,3368,2345,3085,3914,2862,0.02,0.12,41,118,47,27,13,5,34,11,13.85,39.86,15.88,9.12,4.39,1.69,11.49,3.72,N00003963,301,-5.948397754552874,54.683673888416635,10.47,2.03,0.68,13.51,0.34,5.41,11.15,11.49,2.03,9.46,5.74,58.11
Antrim and Newtownabbey,Urban,N00003964,Cloughfern_1,2041,2756,2153,1298,1078,2025,2526,1010,0.11,0.19,4,101,84,33,27,6,63,31,1.15,28.94,24.07,9.46,7.74,1.72,18.05,8.88,N00003964,384,-5.933158140861984,54.67413336116956,4.87,1.43,1.15,11.46,2.58,7.16,13.18,9.17,2.01,6.02,4.87,67.34
Antrim and Newtownabbey,Urban,N00003965,Cloughfern_1,3266,1966,3086,3220,2717,2776,3890,2438,0.13,0.14,21,114,78,23,48,0,84,13,5.51,29.92,20.47,6.04,12.6,0.0,22.05,3.41,N00003965,346,-5.92426680992687,54.683092017535905,4.2,1.84,0.52,8.66,0.79,2.1,6.04,9.97,1.05,5.77,6.3,72.44
Antrim and Newtownabbey,Urban,N00003966,Cloughfern_1,1170,2643,1221,874,222,3361,3652,459,0.11,0.28,4,76,67,25,55,8,56,10,1.33,25.25,22.26,8.31,18.27,2.66,18.6,3.32,N00003966,344,-5.917585159136085,54.67336342035938,7.97,3.99,3.99,14.95,3.99,9.3,14.95,13.29,2.66,8.64,6.98,58.8
Antrim and Newtownabbey,Urban,N00003967,Cloughfern_1,4246,3975,4134,4126,4347,1263,4537,2730,0.07,0.09,119,111,36,22,30,4,65,18,29.38,27.41,8.89,5.43,7.41,0.99,16.05,4.44,N00003967,407,-5.936370222907228,54.682328474126535,0.99,0.25,0.74,2.72,1.48,2.22,4.44,4.44,0.0,3.46,2.96,84.44
Antrim and Newtownabbey,Urban,N00003968,Cloughfern_1,2917,4028,2140,2082,1227,3465,2232,2791,0.07,0.19,9,103,40,24,35,2,55,14,3.19,36.52,14.18,8.51,12.41,0.71,19.5,4.96,N00003968,310,-5.921845063296253,54.67828846920732,5.32,1.42,1.42,14.89,1.77,7.09,15.6,10.28,1.42,11.35,9.57,63.48
Antrim and Newtownabbey,Urban,N00003969,Cloughfern_2,2144,1124,2215,2276,2116,3646,1882,1836,0.17,0.19,12,103,44,28,21,3,46,3,4.62,39.62,16.92,10.77,8.08,1.15,17.69,1.15,N00003969,251,-5.911232163712931,54.6790313442724,9.62,2.31,1.15,20.38,2.31,5.38,16.54,13.46,3.46,11.54,8.85,51.54
Antrim and Newtownabbey,Urban,N00003970,Cloughfern_2,3006,3520,2433,2093,1768,4061,1480,1749,0.09,0.17,6,101,68,31,35,5,71,13,1.82,30.61,20.61,9.39,10.61,1.52,21.52,3.94,N00003970,336,-5.913402944271369,54.678125343178436,5.15,0.61,0.91,14.24,0.91,3.94,11.82,10.61,0.61,12.42,3.94,65.45
Antrim and Newtownabbey,Urban,N00003971,Cloughfern_2,2378,3067,1821,1907,1482,3304,1278,1300,0.1,0.22,13,98,83,25,24,0,57,11,4.18,31.51,26.69,8.04,7.72,0.0,18.33,3.54,N00003971,320,-5.913424558711189,54.675286467200536,6.75,2.25,1.61,14.15,1.29,5.47,12.86,9.97,2.89,6.11,7.07,66.88
Antrim and Newtownabbey,Urban,N00003972,Cloughfern_2,1400,3296,782,1319,478,3833,1571,1269,0.1,0.34,0,127,76,18,36,0,34,36,0.0,38.84,23.24,5.5,11.01,0.0,10.4,11.01,N00003972,316,-5.919526276004955,54.676029375104996,6.12,1.53,1.83,18.96,1.53,6.12,14.68,13.46,1.53,8.87,7.34,59.02
Antrim and Newtownabbey,Urban,N00003973,Collinbridge_1,3704,2164,3931,3357,4103,1873,3315,3498,0.13,0.1,239,34,20,3,17,2,20,10,69.28,9.86,5.8,0.87,4.93,0.58,5.8,2.9,N00003973,336,-5.9572465219046915,54.65662619206082,8.7,0.29,0.58,9.28,1.74,3.48,10.14,8.12,0.58,6.96,2.9,70.14
Antrim and Newtownabbey,Urban,N00003974,Collinbridge_1,4198,4015,4222,3562,4016,1716,3862,2208,0.07,0.08,497,14,16,3,6,9,52,36,78.52,2.21,2.53,0.47,0.95,1.42,8.21,5.69,N00003974,701,-5.972784762174769,54.663266606296055,1.42,0.63,1.26,4.58,1.74,4.9,5.53,7.42,0.63,3.63,5.06,75.2
Antrim and Newtownabbey,Urban,N00003975,Collinbridge_1,3958,3504,3920,3331,3655,1421,3898,3080,0.09,0.1,256,28,8,6,3,2,41,28,68.82,7.53,2.15,1.61,0.81,0.54,11.02,7.53,N00003975,358,-5.972054489020107,54.65552738444237,3.76,0.27,0.0,9.14,0.81,3.23,7.26,6.45,0.81,5.38,4.3,74.73
Antrim and Newtownabbey,Urban,N00003976,Collinbridge_1,3539,3985,3384,2566,2703,2954,1044,1529,0.07,0.13,241,23,13,2,2,5,30,31,69.45,6.63,3.75,0.58,0.58,1.44,8.65,8.93,N00003976,328,-5.964307864924023,54.66726642355313,4.9,1.15,0.58,8.93,1.44,3.46,12.39,7.78,1.44,5.19,5.19,68.59
Antrim and Newtownabbey,Urban,N00003977,Collinbridge_2,3864,4339,3034,2536,4089,3036,1630,1835,0.05,0.14,210,17,13,0,7,1,21,15,73.94,5.99,4.58,0.0,2.46,0.35,7.39,5.28,N00003977,252,-5.951802978719031,54.66440501267235,4.58,1.06,1.06,12.32,1.06,6.34,11.97,8.8,0.7,6.69,7.04,65.85
Antrim and Newtownabbey,Urban,N00003978,Collinbridge_2,3877,3572,3587,3236,3598,3524,1620,1173,0.09,0.12,281,19,9,6,14,1,28,12,75.95,5.14,2.43,1.62,3.78,0.27,7.57,3.24,N00003978,390,-5.956746702324741,54.66750745856292,4.59,1.08,0.54,9.19,0.81,3.24,6.76,8.92,0.27,5.68,4.32,73.24
Antrim and Newtownabbey,Urban,N00003979,Collinbridge_2,2996,3556,2843,2719,2322,3402,894,314,0.09,0.15,262,23,14,6,0,1,24,19,75.07,6.59,4.01,1.72,0.0,0.29,6.88,5.44,N00003979,364,-5.951502238536364,54.667607536697645,2.29,1.72,2.29,10.89,2.29,4.01,7.74,9.17,1.15,6.3,5.44,67.62
Antrim and Newtownabbey,Urban,N00003980,Collinbridge_2,4230,4377,3640,3757,3752,2338,1808,4198,0.05,0.12,237,57,15,10,7,1,29,22,62.7,15.08,3.97,2.65,1.85,0.26,7.67,5.82,N00003980,373,-5.9586395488845625,54.66531112902411,8.73,1.32,1.06,15.34,1.32,3.97,11.38,6.35,1.06,7.41,5.82,65.34
